bizesNm,indsLclsNm,indsMclsNm,indsScnm,sigunguNm,sigunguDetailNm,adongNm,lnAdr,rdnAdr
아네스헤어,수리·개인,이용·미용,미용실,강원특별자치도,원주시,개운동,강원특별자치도 원주시 개운동 445-2,강원특별자치도 원주시 송림길 34-19
강촌농특산물판매장,소매,식료품 소매,곡물/곡분 소매업,강원특별자치도,춘천시,남산면,강원특별자치도 춘천시 남산면 강촌리 산 88-8,강원특별자치도 춘천시 남산면 강촌로 36
구정열린약국,소매,의약·화장품 소매,약국,강원특별자치도,강릉시,구정면,강원특별자치도 강릉시 구정면 여찬리 545-1,강원특별자치도 강릉시 구정면 범일로 444
낭만대패삼겹살,음식,한식,돼지고기 구이/찜,강원특별자치도,평창군,평창읍,강원특별자치도 평창군 평창읍 중리 316-3,강원특별자치도 평창군 평창읍 백오로 142
참조은마트,소매,종합 소매,슈퍼마켓,강원특별자치도,원주시,우산동,강원특별자치도 원주시 우산동 136-18,강원특별자치도 원주시 상지대길 45
카페엘랑,음식,비알코올 ,카페,강원특별자치도,원주시,단계동,강원특별자치도 원주시 단계동 1207-3,강원특별자치도 원주시 전망길 30
깊은골고로쇠,소매,식료품 소매,건강보조식품 소매업,강원특별자치도,인제군,상남면,강원특별자치도 인제군 상남면 하남리 917-2,강원특별자치도 인제군 상남면 내린천로 3052
인셀덤서울본부원주티엠비티,음식,비알코올 ,카페,강원특별자치도,원주시,반곡관설동,강원특별자치도 원주시 반곡동 1842-7,강원특별자치도 원주시 양지뜰3길 8
숯마을,소매,식료품 소매,건강보조식품 소매업,강원특별자치도,원주시,원인동,강원특별자치도 원주시 인동 222-8,강원특별자치도 원주시 원일로 36-1
두잇,소매,종합 소매,슈퍼마켓,강원특별자치도,고성군,현내면,강원특별자치도 고성군 현내면 대진리 26-30,강원특별자치도 고성군 현내면 한나루로 192
북원부동산공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,강원특별자치도,원주시,태장2동,강원특별자치도 원주시 태장동 1367-23,강원특별자치도 원주시 북원로 2710
종합신발,소매,섬유·의복·신발 소매,신발 소매업,강원특별자치도,원주시,태장2동,강원특별자치도 원주시 태장동 1379-23,강원특별자치도 원주시 북원상가길 13
업투유PC방,예술·스포츠,유원지·오락,PC방,강원특별자치도,인제군,남면,강원특별자치도 인제군 남면 신남리 524,강원특별자치도 인제군 남면 신남로 23
스카이산업안전,소매,철물·건설자재 소매,건설/건축자재 소매업,강원특별자치도,원주시,봉산동,강원특별자치도 원주시 봉산동 833-6,강원특별자치도 원주시 봉산로 135-1
여명헤어라인,수리·개인,이용·미용,미용실,강원특별자치도,강릉시,포남1동,강원특별자치도 강릉시 포남동 1124-5,강원특별자치도 강릉시 남구길11번길 6
스미힐,수리·개인,이용·미용,미용실,강원특별자치도,강릉시,교1동,강원특별자치도 강릉시 교동 1849-4,강원특별자치도 강릉시 원대로 145
7299스크린,예술·스포츠,스포츠 서비스,골프 연습장,강원특별자치도,원주시,반곡관설동,강원특별자치도 원주시 관설동 1398,강원특별자치도 원주시 시청로 526
인제IC부동산공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,강원특별자치도,인제군,상남면,강원특별자치도 인제군 상남면 하남리 120-2,강원특별자치도 인제군 상남면 내린천로 3380
크린보이,시설관리·임대,청소·방제,건축물 일반 청소업,강원특별자치도,원주시,반곡관설동,강원특별자치도 원주시 관설동 1769-2,강원특별자치도 원주시 치악고교길 57
도계머리하는날,수리·개인,이용·미용,미용실,강원특별자치도,삼척시,도계읍,강원특별자치도 삼척시 도계읍 도계리 364-12,강원특별자치도 삼척시 도계읍 도계로 329
진부수퍼마켓,소매,종합 소매,슈퍼마켓,강원특별자치도,평창군,진부면,강원특별자치도 평창군 진부면 하진부리 206-4,강원특별자치도 평창군 진부면 진부중앙로 63
마인갤러리,시설관리·임대,여행사·보조,여행사,강원특별자치도,춘천시,강남동,강원특별자치도 춘천시 온의동 542-2,강원특별자치도 춘천시 충혼길52번길 10
씨즐,음식,비알코올 ,카페,강원특별자치도,강릉시,송정동,강원특별자치도 강릉시 견소동 7,강원특별자치도 강릉시 경강로 2668
야도ON헤어샵,수리·개인,이용·미용,미용실,강원특별자치도,삼척시,정라동,강원특별자치도 삼척시 정상동 344-3,강원특별자치도 삼척시 정상안길 97
우리주방중고매장,소매,중고 상품 소매,중고 상품 소매업,강원특별자치도,원주시,소초면,강원특별자치도 원주시 소초면 장양리 768-5,강원특별자치도 원주시 소초면 북원로 2981
맘마찬원주점,소매,식료품 소매,반찬/식료품 소매업,강원특별자치도,원주시,반곡관설동,강원특별자치도 원주시 관설동 1699-5,강원특별자치도 원주시 라옹정길 8
더블루,음식,주점,요리 주점,강원특별자치도,동해시,천곡동,강원특별자치도 동해시 천곡동 1044-1,강원특별자치도 동해시 한섬로 28
오대산먹거리,음식,한식,백반/한정식,강원특별자치도,평창군,진부면,강원특별자치도 평창군 진부면 상진부리 291-1,강원특별자치도 평창군 진부면 진부중앙로 235
이엠스튜디오/가죽학원,교육,기타 교육,기타 기술/직업 훈련학원,강원특별자치도,강릉시,초당동,강원특별자치도 강릉시 초당동 304,강원특별자치도 강릉시 난설헌로 228-29
손맛을닮다,음식,한식,백반/한정식,강원특별자치도,강릉시,교1동,강원특별자치도 강릉시 교동 820-10,강원특별자치도 강릉시 임영로 245-1
메가엠지씨커피원주흥업,음식,비알코올 ,카페,강원특별자치도,원주시,흥업면,강원특별자치도 원주시 흥업면 흥업리 65-16,강원특별자치도 원주시 흥업면 남원로 78
신기소,음식,일식,일식 회/초밥,강원특별자치도,강릉시,옥천동,강원특별자치도 강릉시 옥천동 189,강원특별자치도 강릉시 경강로 2120
봄빛,과학·기술,사진 촬영,사진촬영업,강원특별자치도,강릉시,중앙동,강원특별자치도 강릉시 금학동 87-2,강원특별자치도 강릉시 임영로116번안길 10
더로렌,수리·개인,이용·미용,미용실,강원특별자치도,강릉시,교1동,강원특별자치도 강릉시 교동 1882-1,강원특별자치도 강릉시 교동광장로 114
유니샵,소매,섬유·의복·신발 소매,액세서리/잡화 소매업,강원특별자치도,강릉시,중앙동,강원특별자치도 강릉시 금학동 47-3,강원특별자치도 강릉시 금성로 42
현대건강원,소매,식료품 소매,건강보조식품 소매업,강원특별자치도,춘천시,소양동,강원특별자치도 춘천시 소양로2가 173-3,강원특별자치도 춘천시 소양로 146-1
세명MCC,과학·기술,본사·경영 컨설팅,경영 컨설팅업,강원특별자치도,춘천시,근화동,강원특별자치도 춘천시 근화동 747-1,강원특별자치도 춘천시 중앙로194번길 37
김치뚝딱,음식,한식,백반/한정식,강원특별자치도,원주시,무실동,강원특별자치도 원주시 무실동 1670-1,강원특별자치도 원주시 섬밭들1길 26
오드리햅번,소매,섬유·의복·신발 소매,여성 의류 소매업,강원특별자치도,원주시,단구동,강원특별자치도 원주시 단구동 1539-2,강원특별자치도 원주시 남원로442번길 8
상호네,음식,한식,횟집,강원특별자치도,강릉시,주문진읍,강원특별자치도 강릉시 주문진읍 주문리 312-608,강원특별자치도 강릉시 주문진읍 해안로 1747-1
아늑한옥,음식,비알코올 ,카페,강원특별자치도,원주시,신림면,강원특별자치도 원주시 신림면 성남리 401-1,강원특별자치도 원주시 신림면 아랫성남길 26
철원전장,수리·개인,자동차 수리·세차,자동차 정비소,강원특별자치도,철원군,갈말읍,강원특별자치도 철원군 갈말읍 신철원리 572-31,강원특별자치도 철원군 갈말읍 명성로174번길 18
아름다운구두클리닉,수리·개인,기타 가정용품 수리,가죽/가방/신발 수선업,강원특별자치도,춘천시,퇴계동,강원특별자치도 춘천시 퇴계동 891-2,강원특별자치도 춘천시 행촌로 27
비트로,소매,오락용품 소매,운동용품 소매업,강원특별자치도,원주시,명륜1동,강원특별자치도 원주시 명륜동 205-97,강원특별자치도 원주시 단구로 143
도사왕족발,음식,한식,족발/보쌈,강원특별자치도,철원군,갈말읍,강원특별자치도 철원군 갈말읍 신철원리 973-9,강원특별자치도 철원군 갈말읍 명성로 144
친구야,음식,한식,백반/한정식,강원특별자치도,양양군,양양읍,강원특별자치도 양양군 양양읍 서문리 213-3,강원특별자치도 양양군 양양읍 양양로 135
123돼지부속,음식,한식,돼지고기 구이/찜,강원특별자치도,원주시,원인동,강원특별자치도 원주시 인동 25-13,강원특별자치도 원주시 중앙로 38
이삭떡방,음식,기타 간이,떡/한과,강원특별자치도,춘천시,소양동,강원특별자치도 춘천시 소양로2가 139-3,강원특별자치도 춘천시 서부대성로 20
포남세차장,수리·개인,자동차 수리·세차,자동차 세차장,강원특별자치도,강릉시,포남1동,강원특별자치도 강릉시 포남동 1166,강원특별자치도 강릉시 강릉대로 392
네네치킨.피자,음식,기타 간이,치킨,강원특별자치도,평창군,대관령면,강원특별자치도 평창군 대관령면 횡계리 590-7,강원특별자치도 평창군 대관령면 경강로 5166
솥뚜껑삼겹도령과낙지낭자,음식,한식,해산물 구이/찜,강원특별자치도,평창군,봉평면,강원특별자치도 평창군 봉평면 무이리 693-3,강원특별자치도 평창군 봉평면 태기로 100
고려다방,음식,비알코올 ,카페,강원특별자치도,철원군,동송읍,강원특별자치도 철원군 동송읍 이평리 683-28,강원특별자치도 철원군 동송읍 금학로 202-1
좋은흑염소,음식,한식,기타 한식 음식점,강원특별자치도,춘천시,퇴계동,강원특별자치도 춘천시 퇴계동 1144,강원특별자치도 춘천시 남춘천길 5
삼거리주막,음식,기타 간이,김밥/만두/분식,강원특별자치도,양양군,현남면,강원특별자치도 양양군 현남면 인구리 8-1,강원특별자치도 양양군 현남면 인구길 70
원할머니보쌈족발,음식,한식,족발/보쌈,강원특별자치도,홍천군,홍천읍,강원특별자치도 홍천군 홍천읍 희망리 326-9,강원특별자치도 홍천군 홍천읍 신장대로 58
아우토핏,수리·개인,자동차 수리·세차,자동차 정비소,강원특별자치도,속초시,조양동,강원특별자치도 속초시 조양동 1520-12,강원특별자치도 속초시 조양로 100
마왕족발기업도시점,음식,한식,족발/보쌈,강원특별자치도,원주시,지정면,강원특별자치도 원주시 지정면 가곡리 1498-2,강원특별자치도 원주시 지정면 신지정로 316-2
동해식당,음식,한식,백반/한정식,강원특별자치도,동해시,송정동,강원특별자치도 동해시 송정동 958-65,강원특별자치도 동해시 동해역길 68
빌리지736,숙박,일반 숙박,펜션,강원특별자치도,홍천군,북방면,강원특별자치도 홍천군 북방면 노일리 736,강원특별자치도 홍천군 북방면 노일로 206-9
속사식당,음식,한식,백반/한정식,강원특별자치도,평창군,용평면,강원특별자치도 평창군 용평면 속사리 459-3,강원특별자치도 평창군 용평면 운두령로 17
디지털오피스,수리·개인,컴퓨터 수리,컴퓨터/노트북/프린터 수리업,강원특별자치도,춘천시,석사동,강원특별자치도 춘천시 석사동 643-14,강원특별자치도 춘천시 후석로59번길 9-7
